"Time (s)","w","x","y","z"
2.876107561E0,1.986811860E-1,-1.887926087E-2,-4.572601244E-2,9.788148403E-1
2.886203498E0,1.987257918E-1,-1.903472096E-2,-4.569099471E-2,9.788044095E-1
2.896173030E0,1.987625629E-1,-1.922059618E-2,-4.559486732E-2,9.787977934E-1
2.906302665E0,1.987819857E-1,-1.935544983E-2,-4.547987133E-2,9.787965417E-1
2.916253342E0,1.987937654E-1,-1.943223737E-2,-4.536084831E-2,9.787981510E-1
2.926330269E0,1.988260034E-1,-1.951406896E-2,-4.525503889E-2,9.787948728E-1
2.936340478E0,1.988618387E-1,-1.959581487E-2,-4.520791024E-2,9.787881374E-1
2.946394748E0,1.988625599E-1,-1.963497698E-2,-4.521613568E-2,9.787868261E-1
2.956411780E0,1.988619232E-1,-1.966890320E-2,-4.526093975E-2,9.787842035E-1
2.966349644E0,1.988559939E-1,-1.969307102E-2,-4.529837891E-2,9.787831903E-1
2.976490738E0,1.988665837E-1,-1.971659251E-2,-4.530090094E-2,9.787804484E-1
2.986587457E0,1.989620347E-1,-1.984325983E-2,-4.524111003E-2,9.787612557E-1
2.996605530E0,1.992509241E-1,-2.029105835E-2,-4.473536089E-2,9.787165523E-1
3.006605530E0,1.995136138E-1,-2.050499246E-2,-4.395442829E-2,9.786939621E-1
3.016642040E0,1.996506074E-1,-2.042202093E-2,-4.346517473E-2,9.786896110E-1
3.026711623E0,1.997372714E-1,-2.030400187E-2,-4.337451980E-2,9.786784053E-1
3.036701780E0,1.998177358E-1,-2.009064704E-2,-4.351456463E-2,9.786601663E-1
3.046583030E0,1.998760591E-1,-2.005085535E-2,-4.374035820E-2,9.786390066E-1
3.056812196E0,1.998862826E-1,-2.005676180E-2,-4.405519739E-2,9.786226749E-1
3.066672040E0,1.998714519E-1,-1.997434907E-2,-4.440086707E-2,9.786117673E-1
3.076690373E0,1.998441864E-1,-1.990236901E-2,-4.464196786E-2,9.786078334E-1
3.086541363E0,1.998479354E-1,-1.983948983E-2,-4.476406798E-2,9.786027670E-1
3.096757561E0,1.997898189E-1,-1.975265518E-2,-4.482209310E-2,9.786137342E-1
